seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
40,8,5,2,4655,2911,83,1912,438,,
20,8,7,2,617,661,292,148,431,,
11,8,9,2,1655,2242,335,1109,598,,
62,8,11,2,718,657,756,310,503,,
18,8,13,2,2250,2696,425,638,,903,
5,8,15,2,694,700,160,793,981,182,
28,8,17,2,4819,2197,2391,2042,798,,
56,8,19,2,862,277,421,128,91,,
57,8,21,2,2741,782,596,633,1213,,
58,8,23,2,9614,1058,4375,234,1363,,
34,8,25,2,2045,783,370,707,557,,
6,8,27,2,,,1322,,425,,
37,8,29,2,3622,1072,659,925,516,,
63,8,31,2,2169,1005,354,391,497,,
22,9,2,2,,,,,,,
41,9,4,2,126,,,,,,
51,9,6,2,,,,,406,1717,
34,9,8,2,,,,,422,1465,
19,9,10,2,,,,,,,
30,9,12,2,,133,,104,1345,,
62,9,14,2,,,,159,,,
40,9,16,2,,,,,,,
53,9,18,2,,,,,,,
21,9,20,2,,,174,,,,
38,9,22,2,,,,,,,
56,9,24,2,,,,,1051,,
5,9,26,2,123,,,,,,
33,9,28,2,,,155,,,,
17,9,30,2,,,,,,,
48,9,32,2,,,3149,193,2018,,
19,10,2,2,348,1202,1138,829,180,1183,
58,10,4,2,2578,4738,,,445,,
27,10,6,2,,,,516,,,
63,10,8,2,462,394,446,575,,,
34,10,10,2,,,,,526,,
38,10,12,2,377,,,,90,330,
67,10,14,2,1274,1785,445,105,458,,
15,10,16,2,995,,,,,,
31,10,18,2,,2044,,1020,557,,
33,10,20,2,579,1346,1526,,,,
66,10,22,2,1017,814,523,1452,1490,,
37,10,24,2,1143,,,,501,,
65,10,26,2,1402,2020,652,,,,
41,10,28,2,180,645,1578,,168,,
62,10,30,2,389,162,,403,2338,,
26,10,32,2,1584,1010,857,1331,,,
57,11,1,2,401,,,84,208,1122,168
6,11,3,2,,,,,1541,,
17,11,5,2,1292,1767,,218,,,
33,11,7,2,866,436,361,357,722,,
59,11,9,2,,,210,987,714,952,
46,11,11,2,,469,889,357,431,1494,
45,11,13,2,532,,305,192,,,
41,11,15,2,,1026,1356,145,653,1199,
21,11,17,2,393,,,220,,,
12,11,19,2,775,3026,,1107,,,
16,11,21,2,539,1988,502,1253,458,,
24,11,23,2,,111,998,585,1002,,
66,11,25,2,,371,,311,370,,
67,11,27,2,,,286,,531,1940,
19,11,29,2,217,1242,850,,1198,,
53,11,31,2,,732,299,,1242,713,
25,12,2,2,1027,2378,,,688,,
23,12,4,2,147,290,655,,2939,,
66,12,6,2,886,555,1070,1147,172,635,
32,12,8,2,,,,,,,
56,12,10,2,,,,,,,
51,12,12,2,822,,207,121,1659,,
31,12,14,2,553,198,,130,,,
67,12,16,2,627,,137,108,,,
22,12,18,2,,1207,173,,417,,
42,12,20,2,1448,3067,,564,836,,
52,12,22,2,,295,140,115,2253,,
43,12,24,2,272,,,1000,1429,,
65,12,26,2,,,,,,,
54,12,28,2,474,,,2565,141,,
41,12,30,2,106,,,,,,
53,12,32,2,260,1488,214,,,,
49,13,1,2,1251,,,,,,
12,13,3,2,311,188,,,1988,,
5,13,5,2,4671,3470,,1165,2169,,
14,13,7,2,1223,1196,1722,924,,,
26,13,9,2,694,929,175,959,2453,,
54,13,11,2,2476,7674,,,853,,
32,13,13,2,,336,,,711,,
44,13,15,2,,542,640,322,719,,
56,13,17,2,966,848,1007,324,610,,
9,13,19,2,1277,,3320,127,,,
45,13,21,2,,,,,,,
62,13,23,2,343,553,644,335,97,,
34,13,25,2,558,4002,1051,1929,1240,,
7,13,27,2,,126,,1480,2752,,
55,13,29,2,405,732,,,,,
24,13,31,2,1854,,,,,,
13,14,1,2,,187,768,154,,,
62,14,3,2,3870,2162,238,803,,,
58,14,5,2,1729,4043,1027,468,87,,
35,14,7,2,1188,2666,482,367,967,,
50,14,9,2,,143,977,1067,1204,,
46,14,11,2,224,1414,480,290,,,
26,14,13,2,221,,159,1475,2095,,
22,14,15,2,2128,4837,5072,2148,2492,1549,
28,14,17,2,1149,618,1520,380,1349,,
30,14,19,2,739,749,651,,261,,
31,14,21,2,1193,326,,586,,,
61,14,23,2,4665,1259,443,,,,
38,14,25,2,640,100,,755,,,
27,14,27,2,240,473,165,,2239,,
5,14,29,2,433,2000,4317,2508,458,,
53,14,31,2,1710,460,2860,304,697,,
36,15,1,2,512,931,,,1975,868,
14,15,3,2,,,,534,1381,1926,
10,15,5,2,,,,,,,
34,15,7,2,676,275,1395,,,,
48,15,9,2,,,,,1306,,
56,15,11,2,560,1623,,,918,,
64,15,13,2,,,,,1394,,
28,15,15,2,274,,534,,595,,
41,15,17,2,1037,808,697,,575,,
7,15,19,2,,,,,,,
51,15,21,2,,,,,,,
13,15,23,2,613,441,,956,,,
61,15,25,2,,,,,,,
9,15,27,2,,,2040,280,1355,,
17,15,29,2,,,1124,,,,
60,15,31,2,771,929,1641,1034,599,,
54,16,1,2,,1553,,175,185,,
33,16,3,2,,,,,1702,1975,
