seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
9,3,6,2,1262,186,828,146,575,102,
58,3,8,2,954,1636,178,1110,407,520,
40,3,10,2,774,134,739,186,295,2027,
67,3,12,2,543,104,775,2459,142,175,
64,3,14,2,2111,523,856,156,347,1751,
16,3,16,2,250,443,461,417,363,509,
19,3,18,2,1018,145,123,814,695,1382,
47,3,20,2,1704,152,100,283,549,1161,
22,3,22,2,563,2316,,136,130,1029,
6,3,24,2,1189,439,221,757,220,253,
33,3,26,2,3051,,517,632,762,840,
42,3,28,2,857,718,243,3067,603,252,
11,3,30,2,1331,157,1684,92,178,142,
24,3,32,2,1345,376,294,999,1346,185,
60,4,1,2,3636,286,380,143,515,1543,
23,4,3,2,988,,276,1350,202,135,
54,4,5,2,4202,1131,1493,1015,994,2186,
24,4,7,2,6590,1467,1731,300,189,2286,
53,4,9,2,8573,123,2207,395,204,1420,
57,4,11,2,5161,314,925,257,302,,
9,4,13,2,7444,1059,3684,2389,259,118,
39,4,15,2,4508,899,1692,217,1020,138,
12,4,17,2,1763,615,1795,1920,1259,2915,
36,4,19,2,4377,1613,2032,189,141,1158,
32,4,21,2,4013,1358,562,,189,1750,
45,4,23,2,536,324,946,516,262,963,
22,4,25,2,6054,1317,138,984,228,129,
15,4,27,2,4362,1537,456,2025,228,375,
59,4,29,2,4115,227,477,213,262,613,
48,4,31,2,6384,1314,190,417,1275,776,
5,5,2,2,3738,253,1251,643,1236,941,
62,5,4,2,1104,119,826,,320,592,
17,5,6,2,2118,485,345,704,654,1060,
55,5,8,2,1801,353,861,808,951,772,
24,5,10,2,1423,424,605,1289,1207,974,
7,5,12,2,1770,271,1279,1597,1035,476,
12,5,14,2,83,102,1395,480,819,745,
47,5,16,2,4564,237,1342,,717,745,
29,5,18,2,85,,141,638,,137,
13,5,20,2,2805,526,886,585,453,466,
53,5,22,2,2002,437,1776,514,207,171,
61,5,24,2,684,301,345,173,340,1417,
46,5,26,2,2506,,314,706,1081,1209,
37,5,28,2,2419,,117,796,1457,1150,
59,5,30,2,2107,204,876,922,821,422,
68,5,32,2,2725,445,754,151,836,621,461
16,6,1,2,716,296,170,3089,,339,
11,6,3,2,3360,2107,1942,2500,,376,
35,6,5,2,968,441,136,335,1621,1358,
64,6,7,2,2754,,295,1563,224,2413,
61,6,9,2,2113,2090,1676,1274,95,224,
27,6,11,2,2681,2464,420,1794,172,131,
15,6,13,2,826,149,238,173,,210,
48,6,15,2,602,865,174,756,223,1650,
58,6,17,2,452,1011,2895,2000,237,266,
51,6,19,2,3209,2675,3329,1754,2044,2517,
22,6,21,2,4065,,410,3428,1809,373,
53,6,23,2,403,1016,1364,2945,1729,3224,
5,6,25,2,5204,3528,3510,3324,,172,
62,6,27,2,3264,2418,468,416,562,138,
49,6,29,2,693,97,715,141,366,1845,
18,6,31,2,2364,158,869,444,1770,2028,
54,7,2,2,2075,1757,1606,1209,437,752,
35,7,4,2,1526,2385,1138,1072,196,110,
45,7,6,2,1455,3231,1502,1137,973,,161
13,7,8,2,1012,149,221,861,533,556,
63,7,10,2,1072,1723,1216,710,885,1099,
9,7,12,2,1297,613,1299,2030,178,465,331
52,7,14,2,1174,1461,2821,899,1347,665,
20,7,16,2,1378,224,875,1800,379,932,
43,7,18,2,1301,2628,852,1415,627,852,
16,7,20,2,1552,149,2329,1020,691,1173,
57,7,22,2,1121,1115,205,1163,913,187,
55,7,24,2,1749,2573,1226,920,,188,
38,7,26,2,1467,1491,1162,1240,896,1290,
26,7,28,2,2495,989,127,1208,193,232,
8,7,30,2,560,101,1576,1833,1287,1023,
50,7,32,2,1158,1068,1875,697,1442,467,
45,8,1,2,604,135,143,,727,1651,
48,8,3,2,1911,106,453,223,496,2779,
40,8,5,2,1215,451,506,487,388,2287,
20,8,7,2,1952,378,711,,506,94,
11,8,9,2,864,1538,1528,472,158,1564,
62,8,11,2,1514,313,942,647,,227,
18,8,13,2,1917,201,419,210,317,293,345
5,8,15,2,1115,932,1874,967,993,810,
28,8,17,2,1479,831,151,,748,3738,
56,8,19,2,1881,,350,586,,4007,
57,8,21,2,117,102,431,90,481,2441,
58,8,23,2,849,160,796,1058,227,2605,
34,8,25,2,947,162,1252,512,,135,
6,8,27,2,1522,713,,231,161,252,
37,8,29,2,459,100,1030,,132,658,
63,8,31,2,1378,180,1000,244,475,1444,
22,9,2,2,2326,2069,1903,1637,1507,832,
41,9,4,2,3352,2978,1593,2008,1458,1670,
51,9,6,2,1610,2339,1904,1797,2520,168,
34,9,8,2,1487,1910,1724,1044,1270,324,
19,9,10,2,1358,1589,1498,1182,1337,845,
30,9,12,2,1425,2525,134,2136,,160,
62,9,14,2,1544,996,1293,567,137,530,
40,9,16,2,1667,1538,2325,1854,999,986,
53,9,18,2,1923,1975,1820,1306,1251,1541,
21,9,20,2,1661,2026,1395,139,1099,912,
38,9,22,2,1131,1508,1924,1131,1687,2236,
56,9,24,2,2493,1803,1741,1485,283,360,
5,9,26,2,2491,1831,1602,1873,1396,1694,
33,9,28,2,2173,1205,1967,285,1418,1852,
17,9,30,2,1968,1485,1622,1977,1263,1699,
48,9,32,2,1872,1840,,151,,134,
19,10,2,2,1375,181,363,373,293,,108
58,10,4,2,322,316,309,690,865,850,
27,10,6,2,1029,1018,762,834,272,854,
63,10,8,2,1878,1110,873,642,947,1333,
34,10,10,2,1054,940,849,704,648,316,
38,10,12,2,1396,1050,728,1108,503,,117
67,10,14,2,368,787,241,146,817,662,
15,10,16,2,3750,1795,1171,723,535,658,
31,10,18,2,1161,504,211,,364,224,
33,10,20,2,1519,120,384,205,583,919,
66,10,22,2,244,654,507,168,252,277,
37,10,24,2,490,228,780,468,,157,
65,10,26,2,803,2042,370,314,938,639,
41,10,28,2,489,588,742,115,984,1741,
62,10,30,2,1377,1746,1261,1454,91,464,
26,10,32,2,681,161,149,1245,145,407,
57,11,1,2,1792,886,813,101,193,,
6,11,3,2,,1252,1779,2107,,169,
17,11,5,2,709,371,106,937,1046,1412,
33,11,7,2,1480,112,237,164,120,290,
59,11,9,2,814,1032,880,681,114,,84
46,11,11,2,1083,,298,181,381,,227
45,11,13,2,2481,119,967,145,144,1276,
41,11,15,2,1172,,239,181,111,133,89
21,11,17,2,2846,2065,1588,1541,1833,1653,
12,11,19,2,1228,86,111,,106,2572,
16,11,21,2,3683,244,141,556,703,417,
24,11,23,2,1284,1147,,396,233,183,
66,11,25,2,542,306,986,764,713,124,
67,11,27,2,713,1646,679,220,456,176,
19,11,29,2,1013,686,401,563,133,112,
53,11,31,2,1997,1071,166,254,223,122,143
25,12,2,2,760,1807,698,3300,1456,243,
23,12,4,2,878,3752,1107,720,1764,397,
66,12,6,2,473,360,254,121,302,142,
32,12,8,2,1431,3154,1199,1258,1287,2294,
56,12,10,2,1545,2288,2152,1640,1583,657,
51,12,12,2,1705,2509,2287,1673,,636,
31,12,14,2,2453,1757,205,897,160,941,
67,12,16,2,1599,354,1322,149,854,743,
22,12,18,2,2232,2861,713,140,1772,1241,
42,12,20,2,1202,332,201,1526,,235,
52,12,22,2,1861,1896,185,305,1147,131,
43,12,24,2,6137,1899,2714,1247,,186,
65,12,26,2,2087,2610,2094,1317,2365,1075,
54,12,28,2,3266,1922,1568,988,135,714,
41,12,30,2,3926,2592,2577,3014,2030,1602,
53,12,32,2,1843,1936,261,274,1863,432,
49,13,1,2,3167,4174,1253,1989,1140,1859,
12,13,3,2,1886,1633,1457,2203,,193,
5,13,5,2,4165,2762,1478,1644,3071,1052,
14,13,7,2,4213,2250,2300,183,337,1407,
26,13,9,2,2725,2193,1241,2438,216,225,
54,13,11,2,1638,4596,667,1350,,369,
32,13,13,2,2527,1701,1290,2277,2529,1633,
44,13,15,2,1188,1133,800,393,1377,259,
56,13,17,2,1925,2819,2473,337,1555,2243,
9,13,19,2,2490,135,,115,2224,3076,
45,13,21,2,3293,2258,2337,1799,2132,1752,
62,13,23,2,1741,1497,564,734,1182,1113,
34,13,25,2,3665,2345,2016,3330,320,132,
7,13,27,2,3113,2938,185,1170,635,264,
55,13,29,2,7830,162,1068,1767,1354,1340,
24,13,31,2,4397,393,3451,1636,1121,1699,
13,14,1,2,5221,2653,1238,2321,1083,534,
62,14,3,2,2788,189,335,144,1581,1451,
58,14,5,2,4980,,122,,163,169,
35,14,7,2,5059,2667,738,2855,823,143,
50,14,9,2,1847,2611,1598,1339,176,134,
46,14,11,2,3211,803,240,873,693,610,
26,14,13,2,2426,262,2035,1296,,178,
22,14,15,2,1687,161,230,752,775,217,
28,14,17,2,4397,2677,309,1709,1026,1301,
30,14,19,2,4696,1958,2045,1405,435,2183,
31,14,21,2,4742,1437,1618,1710,1830,697,
61,14,23,2,2141,230,1249,537,910,1135,
38,14,25,2,3685,4203,1785,2243,1607,1013,
27,14,27,2,3048,1560,102,193,203,280,
5,14,29,2,3867,2148,127,88,203,1138,
53,14,31,2,1547,2618,,129,1501,1135,
36,15,1,2,439,568,456,2006,,,
14,15,3,2,2221,2085,2006,1247,,255,
10,15,5,2,2095,1764,1893,1837,1572,2582,
34,15,7,2,2083,1730,,281,1120,1068,
48,15,9,2,1748,1314,1421,1171,,414,
56,15,11,2,1657,1260,142,1124,196,245,
64,15,13,2,2271,1328,3055,1096,,143,
28,15,15,2,1037,215,1351,153,1565,547,
41,15,17,2,1611,2053,1659,1394,1236,1208,
7,15,19,2,3227,1905,2793,1489,1302,3375,
51,15,21,2,1472,1332,1013,2758,1616,1222,
13,15,23,2,2873,1704,1693,884,204,1351,
61,15,25,2,1637,1357,1587,1813,1628,1222,
9,15,27,2,3707,2238,625,141,,542,
17,15,29,2,2971,2181,370,454,1595,1682,
60,15,31,2,1246,2074,1746,1235,1148,919,
54,16,1,2,1461,578,738,563,646,195,
33,16,3,2,2016,1626,1393,1580,,,
45,16,5,2,1408,,148,270,1133,1538,
64,16,7,2,1693,,709,520,,421,
14,16,9,2,2069,2601,1190,1818,214,159,
37,16,11,2,1573,1267,,182,,282,
44,16,13,2,1973,124,202,1116,1056,789,
7,16,15,2,1386,1823,908,759,1497,871,
22,16,17,2,521,161,1045,958,1925,1323,
57,16,19,2,2034,,1213,134,580,2036,
28,16,21,2,1622,1910,1228,1224,1316,1001,
52,16,23,2,1309,293,445,1051,1020,1454,
11,16,25,2,1680,1603,1477,1565,1003,1357,
56,16,27,2,1332,,738,307,178,1360,
6,16,29,2,2223,1920,2134,1441,1341,1425,
5,16,31,2,2724,1667,2480,1669,1320,1465,
35,17,1,2,2247,1439,1078,1659,,106,
18,17,3,2,1342,973,1031,1617,776,1456,
47,17,5,2,948,1023,1044,692,584,641,
13,17,7,2,1726,2420,1718,1042,248,1132,
27,17,9,2,1076,1804,967,426,,151,
15,17,11,2,3663,1958,2350,1520,209,654,
44,17,13,2,888,655,911,640,985,547,
20,17,15,2,802,1017,230,562,234,704,
51,17,17,2,2330,1800,3036,825,645,975,
7,17,19,2,2575,261,3895,1497,1192,286,
58,17,21,2,1347,701,679,736,568,325,
42,17,23,2,94,,101,3084,221,1506,
23,17,25,2,1237,2760,1778,2096,,91,
56,17,27,2,2688,1852,207,495,216,119,
45,17,29,2,979,245,203,768,687,866,
63,17,31,2,1036,939,817,364,1008,264,
